Music,Artist,Text
Razõeseemoções,NXZero,"['diz', 'poss', 'diz', 'cant', 'agor', 'pra', 'ouv', 'outr', 'pesso', 'vez', 'ach', 'melhor', 'pra', 'vez', 'ach', 'pod', 'ser', 'melhor', 'pra', 'doi', 'quer', 'saib', 'ra', 'emoç', 'saíd', 'faz', 'val', 'pen', 'agor', 'import', 'poss', 'esper', 'sent', 'poss', 'sent', 'segund', 'tud', 'acab', 'vou', 'ter', 'fug', 'vez', 'ach', 'melhor', 'pra', 'vez', 'ach', 'pod', 'ser', 'melhor', 'pra', 'doi', 'quer', 'saib', 'ra', 'emoç', 'saíd', 'faz', 'val', 'pen', 'agor', 'import', 'poss', 'esper', 'poss', 'esper', 'poss', 'esper', 'ra', 'emoç', 'saíd', 'faz', 'val', 'pen', 'agor', 'import', 'poss', 'esper', 'ra', 'emoç', 'saíd', 'faz', 'val', 'pen', 'agor', 'import', 'poss', 'esper', 'poss', 'esper', 'poss', 'esper', 'poss', 'esper']"
MaisumaVez,RenatoRusso,"['clar', 'sol', 'vai', 'volt', 'amanhã', 'vez', 'sei', 'escur', 'vi', 'pi', 'endoidec', 'gent', 'sã', 'esper', 'sol', 'vem', 'gent', 'lad', 'dev', 'est', 'lad', 'lá', 'gent', 'machuc', 'outr', 'gent', 'sab', 'am', 'gent', 'engan', 'gent', 'vej', 'vid', 'sei', 'dia', 'gent', 'aprend', 'quis', 'alguém', 'confi', 'confi', 'si', 'acredit', 'sempr', 'alcanç', 'clar', 'sol', 'vai', 'volt', 'amanhã', 'vez', 'sei', 'escur', 'vi', 'pi', 'endoidec', 'gent', 'sã', 'esper', 'sol', 'vem', 'nunc', 'deix', 'dig', 'val', 'pen', 'acredit', 'sonh', 'plan', 'nunc', 'vão', 'dar', 'cert', 'nunc', 'vai', 'ser', 'alguém', 'gent', 'machuc', 'outr', 'gent', 'sab', 'am', 'sei', 'dia', 'gent', 'aprend', 'quis', 'alguém', 'confi', 'confi', 'si', 'acredit', 'sempr', 'alcanç', 'acredit', 'sempr', 'alcanç', 'acredit', 'sempr', 'alcanç', 'acredit', 'sempr', 'alcanç', 'acredit', 'sempr', 'alcanç', 'acredit', 'sempr', 'alcanç', 'acredit', 'sempr', 'alcanç', 'acredit', 'sempr', 'alcanç']"
Malandragem,CássiaEller,"['sab', 'aind', 'garot', 'esper', 'ônibu', 'escol', 'so', 'cans', 'mei', 'três-quart', 'rez', 'baix', 'cant', 'ser', 'menin', 'má', 'sab', 'príncip', 'vir', 'chat', 'viv', 'dand', 'sac', 'sab', 'vid', 'sonh', 'peç', 'deu', 'pouc', 'malandr', 'poi', 'crianç', 'conheç', 'verdad', 'poet', 'aprend', 'am', 'poet', 'aprend', 'am', 'bob', 'viv', 'real', 'aind', 'tard', 'int', 'and', 'rua', 'troc', 'chequ', 'mud', 'plant', 'lug', 'dirij', 'carr', 'tom', 'pilequ', 'aind', 'temp', 'pra', 'cant', 'peç', 'deu', 'pouc', 'malandr', 'poi', 'crianç', 'conheç', 'verdad', 'poet', 'aprend', 'am', 'poet', 'aprend', 'am']"
euamo,ZezédiCamargoeLuciano,"['amo', 'sei', 'tud', 'pass', 'cabeç', 'baby', 'cois', 'natur', 'qu', 'aconteç', 'vai', 'ver', 'respost', 'vão', 'ser', 'sempr', 'igual', 'cas', 'feit', 'sobr', 'pedr', 'dia-a-d', 'mês-a-m', 'pass', 'tud', 'fl', 'tud', 'bem', 'pergunt', 'ent', 'vez', 'vou', 'ser', 'pra', 'tod', 'sempr', 'melhor', 'amig', 'quer', 'ir', 'fim', 'vid', 'contig', 'aind', 'apaixon', 'amo', 'qualqu', 'ser', 'human', 'vou', 'quer', 'amo', 'motiv', 'nad', 'ver', 'gent', 'baby', 'temp', 'vai', 'mostr', 'promet', 'quis', 'vai', 'frent', 'ok', 'pod', 'pergunt', 'vou', 'est', 'esper', 'lad', 'lá', 'vou', 'ser', 'pra', 'tod', 'sempr', 'melhor', 'amig', 'quer', 'ir', 'fim', 'vid', 'contig', 'aind', 'apaixon', 'amo', 'qualqu', 'ser', 'human', 'vou', 'quer', 'amo', 'simpl', 'parec', 'cuid', 'cuid', 'mim', 'aqueç', 'aquec', 'pra', 'sempr', 'vai', 'vai', 'ser', 'assim', 'vou', 'ser', 'pra', 'tod', 'sempr', 'melhor', 'amig', 'quer', 'ir', 'fim', 'vid', 'contig', 'aind', 'apaixon', 'amo', 'qualqu', 'ser', 'human', 'vou', 'quer', 'amo', 'pergunt', 'ent', 'vez', 'vou', 'quer', 'amo', 'respost', 'vão', 'ser', 'sempr', 'igual', 'vou', 'quer', 'amo']"
Festa/SorteGrande,IveteSangalo,"['sort', 'grand', 'cair', 'céu', 'paix', 'verd', 'viv', 'emoç', 'ganh', 'coraçã', 'pra', 'ser', 'feliz', 'vid', 'int', 'lind', 'sorris', 'brilh', 'olh', 'anj', 'querubim', 'doc', 'beij', 'cal', 'braç', 'perfum', 'jasmim', 'cheg', 'espaç', 'mand', 'pedaç', 'am', 'brinc', 'peg', 'deu', 'laç', 'danç', 'bem', 'compass', 'praz', 'levant', 'poe', 'poe', 'poe', 'poe', 'levant', 'poe', 'poe', 'poe', 'poe', 'levant', 'poe']"
ÉIssoAí,"AnaCarolina,SeuJorge","['aí', 'gent', 'ach', 'ia', 'ser', 'vid', 'tão', 'simpl', 'boa', 'quas', 'sempr', 'aí', 'pass', 'vão', 'rua', 'ninguém', 'repar', 'lua', 'vid', 'sempr', 'continu', 'sei', 'par', 'olh', 'sei', 'par', 'olh', 'vou', 'par', 'olh', 'cans', 'olh', 'sei', 'par', 'olh', 'aí', 'acredit', 'milagr', 'comet', 'maldad', 'saib', 'diz', 'verdad', 'aí', 'vend', 'fl', 'ensin', 'filh', 'escolh', 'am', 'sei', 'par', 'olh', 'sei', 'par', 'olh', 'vou', 'par', 'olh', 'cans', 'olh', 'vou', 'par', 'olh', 'aí', 'acredit', 'milagr', 'comet', 'maldad', 'saib', 'diz', 'verdad', 'aí', 'vend', 'fl', 'ensin', 'filh', 'escolh', 'am', 'sei', 'par', 'olh', 'sei', 'par', 'olh', 'vou', 'par', 'olh', 'cans', 'olh', 'vou', 'par', 'olh']"
NatirutsReggaePower,Natiruts,"['noit', 'cair', 'som', 'traz', 'algum', 'sonh', 'bom', 'faz', 'tud', 'transcend', 'trist', 'vai', 'sum', 'ninguém', 'vai', 'sofr', 'sintoniz', 'vibr', 'temp', 'pra', 'viv', 'vão', 'pens', 'desist', 'exist', 'mund', 'qu', 'ver', 'sorr', 'chor', 'vid', 'feit', 'aprend', 'agor', 'hor', 'tent', 'libert', 'vai', 'do', 'deix', 'energ', 'som', 'lev', 'vib', 'posi', 'solt', 'ar', 'sent', 'alm', 'capaz', 'am', 'tá', 'sempr', 'livr', 'pra', 'cant', 'ô', 'ô', 'ô', 'ô', 'natirut', 'regga', 'pow', 'cheg', 'ô', 'ô', 'ô', 'ô', 'transform', 'tod', 'noit', 'am', 'paz', 'am', 'quer', 'vid', 'ganh', 'vou', 'corr', 'atrás', 'luz', 'sorris', 'noit', 'demal', 'brasil', 'jama', 'harmon', 'paz', 'sintoniz', 'vibr', 'temp', 'pra', 'viv', 'vão', 'pens', 'desist', 'exist', 'mund', 'qu', 'ver', 'sorr', 'chor', 'vid', 'feit', 'aprend', 'agor', 'hor', 'tent', 'libert', 'vai', 'do', 'deix', 'energ', 'som', 'lev', 'vib', 'posi', 'solt', 'ar', 'sent', 'alm', 'capaz', 'am', 'tá', 'sempr', 'livr', 'pra', 'cant', 'ô', 'ô', 'ô', 'ô', 'natirut', 'regga', 'pow', 'cheg', 'ô', 'ô', 'ô', 'ô', 'transform', 'tod', 'noit', 'am']"
AnnaJúlia,LosHermanos,"['ver', 'pass', 'assim', 'mim', 'sab', 'sofr', 'ter', 'ver', 'assim', 'sempr', 'tão', 'lind', 'contempl', 'sol', 'olh', 'perd', 'ar', 'cert', 'am', 'ach', 'nad', 'poi', 'ter', 'car', 'sint', 'so', 'afog', 'solid', 'oh', 'ann', 'jul', 'oh', 'ann', 'jul', 'nunc', 'acredit', 'ilusã', 'ter', 'pra', 'mim', 'atorment', 'previs', 'destin', 'pass', 'dia', 'esper', 'not', 'tud', 'fim', 'vai', 'est', 'car', 'alguém', 'car', 'sempr', 'esp', 'dentr', 'coraçã', 'oh', 'ann', 'jul', 'oh', 'ann', 'jul', 'sei', 'qu', 'am', 'sei', 'gost', 'mim', 'sei', 'sempr', 'sonh', 'vou', 'reconquist', 'am', 'tod', 'pra', 'mim', 'oh', 'ann', 'jul', 'oh', 'ann', 'jul', 'oh', 'ann', 'jul', 'oh', 'ann', 'jul', 'jul', 'jul']"
QuerCasarComigo,BrunoeMarrone,"['qu', 'qu', 'qu', 'qu', 'cas', 'comig', 'ser', 'bom', 'amig', 'céu', 'mar', 'qu', 'qu', 'qu', 'qu', 'ser', 'pra', 'sempr', 'sere', 'rainh', 'hummm', 'pra', 'mim', 'tant', 'faz', 'qu', 'qu', 'qu', 'qu', 'cas', 'comig', 'ser', 'bom', 'amig', 'céu', 'mar', 'qu', 'qu', 'qu', 'qu', 'ser', 'pra', 'sempr', 'sere', 'rainh', 'hummm', 'pra', 'mim', 'tant', 'faz', 'cheg', 'chut', 'bald', 'faz', 'faz', 'badern', 'coraçã', 'mostr', 'vei', 'pra', 'fic', 'agor', 'tô', 'carent', 'tô', 'xon', 'jeit', 'vou', 'faz', 'vid', 'car', 'jeit', 'deng', 'cheir', 'chameg', 'ai', 'ai', 'menin', 'lá', 'vou', 'nov', 'aqu', 'pergunt', 'qu', 'qu', 'qu', 'qu', 'cas', 'comig', 'ser', 'bom', 'amig', 'céu', 'mar', 'qu', 'qu', 'qu', 'qu', 'ser', 'pra', 'sempr', 'sere', 'rainh', 'hummm', 'pra', 'mim', 'tant', 'faz', 'cheg', 'chut', 'bald', 'faz', 'faz', 'badern', 'coraçã', 'mostr', 'vei', 'pra', 'fic', 'agor', 'tô', 'carent', 'tô', 'xon', 'jeit', 'vou', 'faz', 'vid', 'car', 'jeit', 'deng', 'cheir', 'chameg', 'ai', 'ai', 'menin', 'lá', 'vou', 'nov', 'aqu', 'pergunt', 'qu', 'qu', 'qu', 'qu', 'cas', 'comig', 'ser', 'bom', 'amig', 'céu', 'mar', 'qu', 'qu', 'qu', 'qu', 'ser', 'pra', 'sempr', 'sere', 'rainh', 'hummm', 'pra', 'mim', 'tant', 'faz', 'qu', 'cas', 'comig']"
Equalize,Pitty,"['vez', 'distrai', 'vigi', 'instant', 'transport', 'pra', 'pert', 'vi', 'poss', 'fic', 'tão', 'solt', 'vem', 'log', 'cheir', 'pass', 'pra', 'mim', 'flux', 'perfeit', 'enquant', 'convers', 'beij', 'temp', 'vej', 'cor', 'olh', 'tão', 'pert', 'balanç', 'devag', 'embal', 'ritm', 'rol', 'fácil', 'parec', 'ensai', 'ach', 'gost', 'bem', 'jeit', 'vou', 'equal', 'frequ', 'gent', 'sab', 'transform', 'ness', 'cançã', 'pra', 'pod', 'grav', 'mim', 'ador', 'car', 'son', 'timbr', 'voz', 'fic', 'diz', 'cois', 'tão', 'maluc', 'quas', 'mat', 'rir', 'tent', 'convenc', 'fiq', 'aqu', 'porqu', 'doi', 'igual', 'parec', 'man', 'instruç', 'porqu', 'decifr', 'sonh', 'porqu', 'sab', 'gost', 'porqu', 'abraç', 'mund', 'gir', 'devag', 'temp', 'ninguém', 'registr', 'cen', 'repent', 'vir', 'film', 'tod', 'câm', 'lent', 'ach', 'gost', 'bem', 'jeit', 'vou', 'equal', 'frequ', 'gent', 'sab', 'transform', 'ness', 'cançã', 'pra', 'pod', 'grav', 'mim', 'vou', 'equal', 'frequ', 'gent', 'sab', 'transform', 'ness', 'cançã', 'pra', 'pod', 'grav', 'mim']"
ChoraMeLiga,JoãoBoscoeVinícius,"['pra', 'apaixon', 'pra', 'gent', 'fic', 'avis', 'bem', 'avis', 'sab', 'assim', 'paix', 'noit', 'log', 'fim', 'fal', 'bem', 'fal', 'vai', 'ser', 'tão', 'fácil', 'assim', 'ter', 'mão', 'log', 'acostum', 'brinc', 'outr', 'coraçã', 'venh', 'pergunt', 'melhor', 'saíd', 'sofr', 'am', 'agor', 'vou', 'curt', 'vid', 'chor', 'lig', 'impl', 'beij', 'nov', 'ped', 'socorr', 'sab', 'vou', 'salv', 'chor', 'lig', 'impl', 'am', 'ped', 'favor', 'sab', 'dia', 'volt', 'procur']"
